LineId,Time,Component,Pid,Content,GroupTemplate,GroupTokens,idxDynamicTok,StaticTokList,EventTemplate
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,cf8c9a2ab58fa5f52c9882ca4dfede3c,"['processHandleBroadcastAction', '<*>']",[1],"[['action', ':', 'android.intent.action.TIME_TICK']]",processHandleBroadcastAction action:android.intent.action.TIME_TICK
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
668,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
669,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
670,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
671,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
672,20171223-22:19:14:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
673,20171223-22:19:14:688,Step_StandReportReceiver,30002312,REPORT : 7154 5107 153238 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
674,20171223-22:19:15:855,Step_LSC,30002312,onStandStepChanged 3726,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
675,20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
676,20171223-22:19:16:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
677,20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
678,20171223-22:19:16:171,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
679,20171223-22:19:16:177,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
